0,1,2,3
0.0,4.227742105057579e-05,4.227742105057579e-05,222900225.00762862
0.0019980300553212142,511582891.0814094,511002810.7545554,223039662.82120383
0.003992641968965987,660108052.471716,658237244.3099087,224121006.20671397
0.005984694872408138,724763311.2341099,721397874.6809001,225481584.33389747
0.007974689743160415,770203341.1930083,765219360.932464,226912789.5242367
0.009962824250848096,804549038.4128258,797860893.782995,228371103.91970572
0.011949097834228045,830891692.3165611,822442436.3433188,229839371.46386275
0.013933412960458564,851343980.8601035,841096465.0991662,231310521.66616225
0.015915624816373073,867616669.190236,855545371.1449689,232780922.5911226
0.017895576768324383,881010181.383562,867095326.6955978,234247975.12087855
0.019873134929121575,892458358.5761375,876682531.5902021,235709434.62934208
0.02184817766407903,902563783.3101622,884910577.3616631,237163644.93042865
0.023820602816774318,911683428.1876173,892137412.8087531,238609418.46871603
0.025790301453459587,920123606.2026193,898669854.8982527,240046102.44816262
0.02775719902324183,928016891.0614784,904640851.5456587,241473071.3767582
0.02972122039497585,935455069.5539587,910144160.2664843,242890171.08701262
0.03168229007886836,942549632.0953189,915289890.8349191,244297188.47431982
0.033640345650551594,949369740.0569255,920149906.4216832,245694097.05708125
0.03559533160472573,955934442.1150591,924741301.5555321,247080807.16005754
0.03754719061267429,962292113.1295103,929115785.9548,248457392.26026943
0.03949587442628061,968460315.2338636,933288892.6763867,249823858.13855463
0.041441327046289445,974469660.4687647,937292826.7373841,251180359.5391332
0.04338351230535584,980327142.9886348,941135111.9442539,252527163.0749713
0.045322389116234596,986051491.3418913,944832955.3825678,253864330.65670377
0.04725791277062006,991657001.8279823,948404812.6611027,255192125.08161488
0.049190046907210655,997167988.9685692,951871557.9242065,256510593.37613204
0.05111876708893777,1002560365.36823,955211819.3406446,257819951.97839352
0.053044035306630724,1007867124.5553403,958456916.5260117,259120273.44803628
0.054965818472383125,1013075351.5728135,961595772.2331569,260411726.05613142
0.0568840919761198,1018203270.8921852,964646990.0593795,261694473.70232615
0.05879882826835532,1023259683.7137318,967618950.642412,262968594.19685733
0.06070999619930939,1028220944.1347986,970490427.0842831,264234399.00771362
0.0626175616031063,1033162384.6177086,973331088.3443029,265491857.555391
0.06452153672855916,1037992383.3465219,976056098.7967227,266741314.18797407
0.06642186202023703,1042774275.6826923,978727636.6229708,267982716.78990033
0.06831852969080805,1047508780.4964333,981341989.8701711,269216220.2936368
0.07021154230181012,1052155350.4357986,983862789.9816031,270442016.6861643
0.07210085272394139,1056753984.5647609,986334435.6737502,271660158.11635125
0.07398645087890296,1061327797.5421528,988770655.5922341,272870746.6649333
0.07586833570168029,1065805724.5523554,991106575.252079,274074003.99533784
0.07774647755431094,1070245843.9563022,993404381.0266132,275270018.4264298
0.0796208638211957,1074665185.8465989,995670446.1025293,276458832.4374189
0.08149149863891292,1078998608.2814543,997846164.0788801,277640642.05502546
0.08335835296851031,1083300237.0343258,999991126.2731093,278815529.65461886
0.08522142131881523,1087581610.6739352,1002105013.0292003,279983529.66037965
0.08708070948931457,1091783602.2191262,1004136001.2787906,281144819.5377591
0.08893619281023335,1095958136.5164018,1006140683.9482516,282299468.0998335
0.09078786960145155,1100112085.1340928,1008114796.5528378,283447508.64137655
0.09263574562522915,1104194165.11853,1010013659.7294077,284589088.43206066
0.09447979837800038,1108250858.0689185,1011889298.0713025,285724290.770209
0.09632002273221492,1112296700.962544,1013742206.6694301,286853111.41353023
0.09815644204425243,1116260599.245148,1015513438.7885165,287975758.4650896
0.09998902095707576,1120203035.223048,1017266121.293982,289092286.7277667
0.10181775487407144,1124166691.9651675,1019023806.4473711,290202589.4077295
0.10364268264574006,1128010340.249108,1020673966.4986115,291307089.261225
0.10546377790703759,1131837210.0866392,1022293122.9104354,292405642.5788791
0.10728102660285009,1135647991.9004626,1023901042.0913854,293498419.1365257
0.10909443767350704,1139467015.4453692,1025504333.5172266,294585236.15757287
0.11090404062960557,1143202177.666807,1027025476.666944,295666352.6601181
0.11270978486100508,1146980729.7082722,1028592174.5941187,296741594.5703821
0.11451174654883639,1150602903.1434453,1029997211.8257729,297811426.08301306
0.1163098632992073,1154278777.1421695,1031454035.2225225,298875487.4111125
0.11810416159241384,1157906235.7849739,1032857470.1181265,299933966.49458647
0.11989464301244054,1161528348.4161198,1034252944.7311828,300986827.29302305
0.1216813203921605,1165100642.8564982,1035605113.6383857,302034233.066042
0.12346418598718491,1168643380.4689608,1036918504.97144,303076164.79837024
0.12524324398539552,1172162376.3730009,1038217799.3553618,304112682.40423757
0.1270184965345254,1175703299.0873425,1039520631.1936635,305143676.7374353
0.12878997586515625,1179171296.9007719,1040761997.7266105,306169440.2999922
0.13055765990528193,1182636240.3656607,1041986135.6735028,307189871.7833339
0.13232157465283462,1186026293.1241462,1043147579.9265091,308205182.67771554
0.13408170605895206,1189446844.0857763,1044326358.9416454,309215188.57567877
0.13583807641599813,1192810796.0409575,1045457551.9786546,310220150.33618325
0.13759068059782703,1196190254.7818038,1046599848.6670579,311219936.87128377
0.13933953886082678,1199518993.4678202,1047688468.7517731,312214698.7435358
0.14108465165898937,1202813083.4147751,1048742267.0628535,313204488.11457247
0.14282603822629486,1206082410.2594779,1049769567.8105524,314189310.97443086
0.14456368909612088,1209337150.0223978,1050790027.3688769,315169190.9795288
0.14629762783054084,1212560880.8508222,1051773839.3383801,316144181.7196043
