Grain Radius of Reference Sphere (µm);Normalized Density Input (-);Normalized Density Output (-)
0.0;0.04159410476844879;0.08188992495074214
0.0034381876375275057;0.04221471786382644;0.08223053980030913
0.006876375275055011;0.04284207614755946;0.08257164764358141
0.010314562912582518;0.0434762074466622;0.08291324334808743
0.013752750550110023;0.04411713888853105;0.08325532175100038
0.01719093818763753;0.04476489688652631;0.08359787765928975
0.020629125825165035;0.04541950712558547;0.08394090584987518
0.02406731346269254;0.046080994547869965;0.08428440106978219
0.027505501100220046;0.04674938333845444;0.0846283580363006
0.03094368873774755;0.04742469691106098;0.08497277143714485
0.03438187637527506;0.04810695789384569;0.08531763593061639
0.037820064012802565;0.04879618811524198;0.0856629461457686
0.04125825165033007;0.04949240858986786;0.08600869668257362
0.044696439287857576;0.050195639504500206;0.08635488211209162
0.04813462692538508;0.0509059002041248;0.08670149697664195
0.051572814562912586;0.05162320917806501;0.08704853578997665
0.05501100220044009;0.05234758404619651;0.08739599303745617
0.0584491898379676;0.053079041545254585;0.08774386317622679
0.0618873774754951;0.05381759751523634;0.0880921406354012
0.06532556511302261;0.05456326688590901;0.08844081981623972
0.06876375275055012;0.05531606366342276;0.0887898950923352
0.07220194038807762;0.05607600091704385;0.08913936080979899
0.07564012802560513;0.05684309076600321;0.0894892112874493
0.07907831566313263;0.057617344366474844;0.08983944081700199
0.08251650330066014;0.05839877189868464;0.09019004366326297
0.08595469093818764;0.059187382554159305;0.09054101406432306
0.08939287857571515;0.05998318452311726;0.09089234623175475
0.09283106621324265;0.06078618498201155;0.09124403435081098
0.09626925385077016;0.06159639008122725;0.09159607258062624
0.09970744148829766;0.06241380493294265;0.09194845505441937
0.10314562912582517;0.06323843359915561;0.09230117587969885
0.10658381676335267;0.06407027907988591;0.09265422913846952
0.11002200440088018;0.06490934330155472;0.09300760888744206
0.1134601920384077;0.06575562710555377;0.09336130915824374
0.1168983796759352;0.06660913023699888;0.09371532395763173
0.1203365673134627;0.06746985133368782;0.09406964726770818
0.1237747549509902;0.06833778791525508;0.09442427304613728
0.1272129425885177;0.06921293637253868;0.0947791952263642
0.13065113022604521;0.07009529195716035;0.09513440771783639
0.13408931786357273;0.07098484877132509;0.09548990440622623
0.13752750550110024;0.07188159975784623;0.0958456791536562
0.14096569313862772;0.07278553669040315;0.0962017257989254
