Grain Radius of Reference Sphere (µm);Normalized Density Input (-);Normalized Density Output (-)
0.0;0.017949036995218968;0.09083334375299586
0.0021879375875175034;0.01836382859562988;0.0917900119931688
0.004375875175035007;0.01878682916119145;0.09275394194703648
0.00656381276255251;0.019218165505432202;0.09372515127816382
0.008751750350070014;0.01965796553628677;0.09470365718211873
0.010939687937587518;0.020106358244663038;0.09568947637987965
0.01312762552510502;0.020563473692387514;0.0966826251112547
0.015315563112622523;0.021029442999518783;0.0976831191283121
0.017503500700140028;0.021504398331022325;0.09869097368882547
0.019691438287657532;0.021988472882798007;0.09970620354973306
0.021879375875175036;0.022481800867053692;0.10072882296061424
0.024067313462692537;0.02298451749701579;0.10175884565718411
0.02625525105021004;0.023496758970971157;0.10279628485480626
0.028443188637727546;0.024018662455631935;0.10384115324202693
0.030631126225245046;0.0245503660688175;0.1048934629741326
0.032819063812762554;0.025092008861444807;0.10595322566672867
0.035007001400280055;0.025643730798823313;0.10702045238934554
0.037194938987797556;0.02620567274124587;0.1080951536590696
0.039382876575315064;0.02677797642387024;0.1091773394342037
0.041570814162832564;0.02736078443588585;0.11026701910795574
0.04375875175035007;0.02795424019895938;0.11136420150215899
0.04594668933786757;0.028558487944953744;0.11246889486102553
0.048134626925385074;0.029173672692916725;0.1135811068449314
0.05032256451290258;0.02979994022533199;0.11470084452424054
0.05251050210042008;0.030437437063630057;0.11582811437316207
0.05469843968793758;0.03108631044295358;0.11696292226364995
0.05688637727545509;0.031746708286173965;0.11810527345933829
0.05907431486297259;0.03241877917715399;0.1192551726095232
0.06126225245049009;0.03310267233325487;0.12041262374318286
0.0634501900380076;0.033798537577082934;0.12157763026304501
0.06563812762552511;0.03450652530747452;0.12275019493970063
0.0678260652130426;0.03522678646971526;0.123930319905764
0.07001400280056011;0.03595947252499332;0.12511800665008285
0.07220194038807762;0.03670473541908248;0.1263132560119987
0.07438987797559511;0.03746272755025557;0.12751606817565975
0.07657781556311262;0.03823360173642671;0.12872644266438865
0.07876575315063013;0.03901751118152068;0.12994437833510342
0.08095369073814762;0.03981460944107005;0.131169873372797
0.08314162832566513;0.04062505038703979;0.13240292528507544
0.08532956591318264;0.041448988171879864;0.13364353089675468
0.08751750350070014;0.04228657719180614;0.13489168634452028
0.08970544108821764;0.04313797204931075;0.1361473870716496
0.09189337867573515;0.04400332751490545;0.13741062782279873
0.09408131626325265;0.044882798488096655;0.1386814026388558
0.09626925385077015;0.04577653995759659;0.13995970485186193
0.09845719143828766;0.04668470696077521;0.14124552708000143
0.10064512902580516;0.04760745454235033;0.14253886122266243
0.10283306661332266;0.04854493771232764;0.14383969845557146
0.10502100420084017;0.04949731140318802;0.14514802922599887
0.10720894178835767;0.05046473042632986;0.14646384324804348
0.10939687937587517;0.05144734942777128;0.14778712949799033
0.11158481696339267;0.052445322843117675;0.14911787620974984
0.11377275455091018;0.05345880485180081;0.1504560708703751
0.11596069213842768;0.05448794933059348;0.15180170021566142
0.11814862972594518;0.05553290980641155;0.15315475022582825
0.12033656731346269;0.05659383940840593;0.1545152061212862
0.12252450490098019;0.05767089081935591;0.1558830523584893
0.1247124424884977;0.0587642162263694;0.15725827262587427
0.1269003800760152;0.05987396727090126;0.15864084983988966
0.1290883176635327;0.061000294998098496;0.16003076614111508
0.13127625525105022;0.06214334980548109;0.16142800289047063
0.1334641928385677;0.0633032813909695;0.16283254066552125
0.1356521304260852;0.06448023870027175;0.16424435925687492
0.1378400680136027;0.0656743698736364;0.16566343766467634
0.14002800560112022;0.06688582219198999;0.1670897540951985
0.14221594318863773;0.06811474202246559;0.16852328595753358
0.14440388077615524;0.06936127476333746;0.16996400986038165
0.14659181836367274;0.07062556478837691;0.17141190160894407
0.14877975595119022;0.07190775539064109;0.17286693620191762
0.15096769353870773;0.07320798872570898;0.17432908782859202
0.15315563112622524;0.07452640575438232;0.17579832986605573
0.15534356871374275;0.0758631461848617;0.1772746348765061
0.15753150630126025;0.07721834841442185;0.1787579746046681
0.15971944388877776;0.07859214947059234;0.1802483199753237
0.16190738147629524;0.07998468495187083;0.18174564109094918
0.16409531906381275;0.08139608896797859;0.18324990722946752
0.16628325665133026;0.0828264940796811;0.18476108684211123
0.16847119423884777;0.08427603123818954;0.18627914755140107
0.17065913182636527;0.08574482972416374;0.1878040561492389
0.17284706941388278;0.08723301708633469;0.18933577859511874
0.1750350070014003;0.08874071907976862;0.19087428001445356
0.17722294458891777;0.0902680596037901;0.19241952469702436
0.17941088217643528;0.09181516063958887;0.19397147609554363
0.18159881976395278;0.09338214218752766;0.19553009682434697
0.1837867573514703;0.09496912220417789;0.19709534865820175
0.1859746949389878;0.09657621653909956;0.19866719253123932
0.1881626325265053;0.09820353887139385;0.20024558853601632
0.1903505701140228;0.09985120064604924;0.20183049592269453
0.1925385077015403;0.1015193110101031;0.20342187309835122
0.1947264452890578;0.10320797674864701;0.20501967762641654
0.1969143828765753;0.10491730222069659;0.2066238662262378
0.19910232046409282;0.10664738929495436;0.20823439477277353
0.20129025805161033;0.10839833728548767;0.20985121829641792
0.2034781956391278;0.11017024288734974;0.21147429098295387
0.20566613322664531;0.11196320011217055;0.2131035661736432
0.20785407081416282;0.11377730022374352;0.21473899636544136
0.21004200840168033;0.11561263167363059;0.21638053321135384
0.21222994598919784;0.11746928003682573;0.21802812752092
0.21441788357671535;0.11934732794748774;0.21968172926083646
0.21660582116423285;0.12124685503478598;0.22134128755571358
0.21879375875175033;0.12316793785887585;0.22300675068896733
0.22098169633926784;0.12511064984704243;0.22467806610385277
0.22316963392678535;0.12707506123003187;0.22635518040462935
0.22535757151430286;0.1290612389786094;0.22803803935786754
0.22754550910182036;0.13106924674036605;0.2297265878938941
0.22973344668933787;0.13309914477680923;0.23142077010837628
0.23192138427685535;0.13515098990076613;0.23312052926404558
