alpha,a,b,c,phi1,PHI,phi2,volume,old_gid,phaseID,GrainID,final_discrete_volume,final_conti_volume
4.277243137359619,7.717085706311985,4.446463804599898,7.717085706311985,207.46787723273744,124.0602129943486,293.29988816278717,3697.334716796875,1081,1,1,3684.125,3697.334669368288
168.01856994628906,6.907064150123587,3.317145236839787,6.907064150123587,128.91798334434844,94.54994913106152,37.627331158005966,2209.62646484375,361,1,2,2152.125,2209.6262504278825
0.8736953139305115,6.82057087154661,2.566126550492577,6.82057087154661,159.057115199933,74.23245184907134,132.03575477210825,1666.81298828125,8,1,3,1776.875,1666.812991036584
137.21127319335938,6.734660471352721,2.4062490111690065,6.734660471352721,343.4128551927086,116.06726745760899,261.0670909366313,1523.8399658203125,1845,1,4,1673.625,1523.8398764568165
1.850743055343628,5.478020005306494,3.4765257654062554,5.478020005306494,226.60268273236855,120.71813893923967,60.09794120806786,1456.6661376953125,1582,1,5,1409.625,1456.666172248108
4.18776273727417,6.276687882234389,2.225476750180052,6.276687882234389,124.11892303190797,25.843200714150285,346.37077894561287,1224.197509765625,717,1,6,1243.375,1224.1974839638258
0.7256163358688354,6.189306560031042,1.541854573916803,6.189306560031042,296.0004535955986,66.53726541413604,82.59068710330203,824.6976928710938,1122,1,7,873.625,824.6976484509007
48.83784866333008,2.838229884874989,7.243179405599881,2.838229884874989,305.41649855928745,159.09554928848263,40.856676137198825,814.6888427734375,452,1,8,933.25,814.6887779855768
167.83859252929688,4.142160748893692,3.090667936854045,4.142160748893692,266.63961343215567,84.84805624636992,319.28702956413656,740.4122924804688,1187,2,9,719.875,740.412256450693
176.1645050048828,5.314453350170574,1.87355051954936,5.314453350170574,264.5488855593581,85.27004322646266,212.52190318119776,738.8392944335938,931,1,10,966.625,738.8392540397239
0.9664961695671082,4.525499368136301,2.3871742682008716,4.525499368136301,310.5785388272183,108.78562298162792,289.1266733682641,682.628662109375,1576,1,11,760.0,682.6286256882844
133.89244079589844,3.2930390978835713,4.4394504305830145,3.2930390978835713,200.62496810421027,73.78392488801232,63.585417593827316,672.1873779296875,1619,2,12,734.5,672.1873573332034
2.128228187561035,4.98034018298493,1.8416068050509962,4.98034018298493,110.61328992059941,158.17640150960295,275.6251571358664,637.7967529296875,917,1,13,633.75,637.7967212659211
9.720000267028809,4.759724226301634,1.9026767225207102,4.759724226301634,335.8725051871216,59.3919828197105,266.45442728883637,601.8606567382812,1089,1,14,641.875,601.8606382135004
170.95921325683594,3.7895585900175517,2.714713295025233,3.7895585900175517,263.41267640943664,133.82219071071083,183.2999443257999,544.3379516601562,2005,2,15,579.75,544.3379037770775
15.141489028930664,3.8959374062466967,2.4824432819957343,3.8959374062466967,99.27228666391893,167.81471091681706,140.35411758354167,526.1028442382812,511,1,16,537.75,526.1028211769791
174.3840789794922,3.738325303880835,2.6893564893083717,3.738325303880835,73.27884658994901,144.41749512223868,302.7210636229649,524.7711181640625,1136,1,17,593.875,524.7710998243607
153.8590087890625,3.5692509906825913,2.8532873636310954,3.5692509906825913,153.2913796866692,106.61862766530112,63.109473464066724,507.5362854003906,875,2,18,490.875,507.53622496051435
3.524487257003784,3.787992862487953,2.532583272151029,3.787992862487953,242.50130399511536,167.38609119111067,131.48810829556712,507.3987731933594,1790,2,19,491.625,507.3987495764392
23.284196853637695,3.4773818879820726,2.9931890287294345,3.4773818879820726,14.339993197458377,17.638607336227313,267.6542608176877,505.3663024902344,1097,1,20,554.625,505.3662963513309
15.646937370300293,3.716801258703809,2.5962724714238257,3.716801258703809,190.12895060267803,159.58818145991856,349.55658556244407,500.790771484375,1119,2,21,530.375,500.7907541774999
34.319820404052734,4.6788742702518284,1.595821259612328,4.6788742702518284,149.66272615379734,96.46553542265643,232.46051568938947,487.7916259765625,308,2,22,524.75,487.79163809591125
165.91334533691406,4.723691106016993,1.5202531201921872,4.723691106016993,227.90520278788478,45.665169710359045,234.9241397223005,473.6376953125,93,1,23,484.625,473.6376727953652
167.19654846191406,4.4764855526444975,1.6096408400280096,4.4764855526444975,81.18469289222301,51.739275483440004,256.7623822969677,450.371337890625,2011,1,24,475.125,450.3713043999376
114.74781799316406,2.419124366909346,4.5263864541311545,2.419124366909346,104.14381981612783,136.29695951299234,88.38726028698683,369.8583068847656,1475,1,25,365.375,369.8583066245809
16.24590492248535,3.4944481584494462,2.050594561439039,3.4944481584494462,190.26393592553393,41.017952473465414,14.983401454932373,349.62652587890625,298,2,26,376.625,349.62651368967414
4.681063652038574,3.317535950498549,2.1237331897016314,3.317535950498549,232.40035207262343,90.16078902844387,167.42212773452127,326.3612365722656,1104,2,27,345.25,326.3612474261876
1.3295915126800537,3.996988599138634,1.4502164200170313,3.996988599138634,82.92736834230946,171.5528252013191,55.85295031200308,323.49383544921875,1944,2,28,347.625,323.4938224726973
22.999521255493164,3.210346658795877,2.1383341974348373,3.210346658795877,47.29045856171877,16.085683673634026,223.05206213630078,307.71368408203125,504,2,29,369.625,307.7136754795512
50.3621940612793,2.1404240686145077,4.801641992255623,2.1404240686145077,152.751847032592,159.73871515189109,11.472269154788714,307.1544494628906,1214,1,30,335.375,307.15442937035476
175.90736389160156,3.3468838451659857,1.8207400143048456,3.3468838451659857,40.939301810704166,68.7410969613337,131.81213466746098,284.77154541015625,679,2,31,284.5,284.7715321690104
131.34486389160156,2.282190242275617,3.85061430261977,2.282190242275617,156.06634428537993,159.73164846652224,256.8965117964985,280.0277404785156,714,2,32,312.125,280.02774461833513
