Grain Radius of Reference Sphere (µm);Normalized Density Input (-);Normalized Density Output (-)
0.0;0.04159410476844879;0.08788282477104538
0.0034381876375275057;0.04221471786382644;0.08839340402541863
0.006876375275055011;0.04284207614755946;0.08890536065692237
0.010314562912582518;0.0434762074466622;0.08941868517513958
0.013752750550110023;0.04411713888853105;0.08993336797979255
0.01719093818763753;0.04476489688652631;0.090449399360966
0.020629125825165035;0.04541950712558547;0.09096676949934009
0.02406731346269254;0.046080994547869965;0.09148546846643565
0.027505501100220046;0.04674938333845444;0.09200548622486973
0.03094368873774755;0.04742469691106098;0.09252681262862236
0.03438187637527506;0.04810695789384569;0.09304943742331487
0.037820064012802565;0.04879618811524198;0.09357335024649878
0.04125825165033007;0.04949240858986786;0.0940985406279563
0.044696439287857576;0.050195639504500206;0.09462499799001153
0.04813462692538508;0.0509059002041248;0.09515271164785338
0.051572814562912586;0.05162320917806501;0.09568167080986939
0.05501100220044009;0.05234758404619651;0.09621186457799043
0.0584491898379676;0.053079041545254585;0.09674328194804722
0.0618873774754951;0.05381759751523634;0.09727591181013759
0.06532556511302261;0.05456326688590901;0.097809742949005
0.06876375275055012;0.05531606366342276;0.0983447640444285
0.07220194038807762;0.05607600091704385;0.09888096367162383
0.07564012802560513;0.05684309076600321;0.0994183303016552
0.07907831566313263;0.057617344366474844;0.09995685230185918
0.08251650330066014;0.05839877189868464;0.1004965179362788
0.08595469093818764;0.059187382554159305;0.10103731536611006
0.08939287857571515;0.05998318452311726;0.10157923265015806
0.09283106621324265;0.06078618498201155;0.10212225774530555
0.09626925385077016;0.06159639008122725;0.10266637850699241
0.09970744148829766;0.06241380493294265;0.10321158268970561
0.10314562912582517;0.06323843359915561;0.10375785794748106
0.10658381676335267;0.06407027907988591;0.10430519183441643
0.11002200440088018;0.06490934330155472;0.10485357180519465
0.1134601920384077;0.06575562710555377;0.10540298521561886
0.1168983796759352;0.06660913023699888;0.10595341932315852
0.1203365673134627;0.06746985133368782;0.10650486128750607
0.1237747549509902;0.06833778791525508;0.10705729817114532
0.1272129425885177;0.06921293637253868;0.10761071693993
0.13065113022604521;0.07009529195716035;0.1081651044636742
0.13408931786357273;0.07098484877132509;0.1087204475167528
0.13752750550110024;0.07188159975784623;0.10927673277871357
0.14096569313862772;0.07278553669040315;0.10983394683489978
0.14440388077615524;0.07369665016403411;0.11039207617708367
0.14784206841368275;0.07461492958587199;0.11095110720411105
0.15128025605121026;0.07554036316612874;0.11151102622255606
0.15471844368873774;0.0764729379093309;0.11207181944738732
0.15815663132626526;0.07741263960581546;0.11263347300264451
0.16159481896379277;0.07835945282348958;0.11319597292212544
0.16503300660132028;0.0793133608998572;0.11375930515008395
0.1684711942388478;0.08027434593432418;0.11432345554193855
0.17190938187637528;0.081242388780777;0.11488840986499128
0.1753475695139028;0.08221746904045198;0.11545415379915716
0.1787857571514303;0.08319956505508842;0.11602067293770403
0.18222394478895781;0.08418865390037981;0.11658795278800294
0.1856621324264853;0.08518471137972304;0.11715597877228895
0.1891003200640128;0.08618771201826998;0.11772473622843191
0.19253850770154032;0.08719762905728905;0.11829421041071747
0.19597669533906784;0.08821443444883983;0.11886438649063888
0.19941488297659532;0.08923809885076327;0.11943524955769784
0.20285307061412283;0.09026859162199513;0.12000678462021666
0.20629125825165034;0.09130588081820651;0.12057897660615942
0.20972944588917786;0.09234993318777032;0.12115181036396375
0.21316763352670534;0.09340071416806808;0.12172527066338185
0.21660582116423285;0.09445818788212842;0.12229934219633187
0.22004400880176037;0.09552231713561242;0.12287400957775893
0.22348219643928788;0.09659306341414255;0.12344925734650562
0.2269203840768154;0.0976703868809804;0.12402506996619213
0.23035857171434287;0.09875424637505974;0.12460143182610632
0.2337967593518704;0.09984459940937179;0.12517832724210293
0.2372349469893979;0.10094140216971359;0.1257557404575117
0.2406731346269254;0.10204460951379718;0.12633365564405596
0.2441113222644529;0.10315417497072443;0.1269120569027799
0.2475495099019804;0.1042700507408297;0.1274909282649843
0.2509876975395079;0.10539218769589588;0.12807025369317282
0.2544258851770354;0.10652053537973875;0.1286500170820056
0.2578640728145629;0.10765504200917694;0.12923020225926377
0.26130226045209043;0.10879565447537018;0.12981079298682058
0.26474044808961794;0.10994231834554365;0.13039177296162324
0.26817863572714545;0.11109497786509448;0.13097312581668244
0.27161682336467297;0.11225357596008355;0.13155483512207028
0.2750550110022005;0.11341805424011016;0.13213688438592766
0.278493198639728;0.11458835300157955;0.13271925705547885
0.28193138627725545;0.11576441123135413;0.1333019365180555
0.28536957391478296;0.1169461666108016;0.13388490610212817
0.28880776155231047;0.11813355552022989;0.13446814907834603
0.292245949189838;0.11932651304371793;0.13505164866058525
0.2956841368273655;0.12052497297433706;0.13563538800700417
0.299122324464893;0.12172886781976991;0.13621935022110757
0.3025605121024205;0.12293812880832387;0.13680351835281762
0.30599869973994803;0.12415268589533583;0.13738787539955336
0.3094368873774755;0.12537246776997707;0.13797240430731697
0.312875075015003;0.12659740186245022;0.13855708797178792
0.3163132626525305;0.1278274143515833;0.13914190923942424
0.319751450290058;0.12906243017281926;0.1397268509085711
0.32318963792758554;0.13030237302659606;0.1403118957305767
0.32662782556511305;0.1315471653871252;0.14089702641091453
0.33006601320264056;0.1327967285115607;0.14148222561031346
0.3335042008401681;0.1340509824495619;0.14206747594589383
0.3369423884776956;0.13530984605324423;0.14265275999231036
0.34038057611522304;0.13657323698752363;0.14323806028290212
0.34381876375275056;0.13784107174084406;0.1438233593108485
0.34725695139027807;0.13911326563629772;0.14440863953033126
0.3506951390278056;0.14038973284312464;0.14499388335770377
0.3541333266653331;0.141670386388596;0.14557907317266508
0.3575715143028606;0.1429551381702828;0.14616419131944097
0.3610097019403881;0.14424389896869386;0.14674922010797065
0.36444788957791563;0.1455365784602989;0.14733414181509838
0.3678860772154431;0.14683308523091898;0.14791893868577252
0.3713242648529706;0.14813332678948699;0.14850359293424772
0.3747624524904981;0.14943720958218146;0.14908808674529458
0.3782006401280256;0.15074463900691581;0.14967240227541312
0.38163882776555313;0.15205551942819617;0.15025652165405268
0.38507701540308065;0.15336975419233154;0.15084042698483502
0.38851520304060816;0.1546872456430007;0.15142410034678455
0.39195339067813567;0.15600789513716617;0.1520075237955611
0.3953915783156632;0.15733160306133862;0.15259067936469883
0.39882976595319064;0.15865826884817627;0.15317354906684894
0.40226795359071815;0.15998779099342944;0.15375611489502702
0.40570614122824566;0.1613200670732128;0.15433835882386449
0.4091443288657732;0.16265499376160944;0.15492026281086382
0.4125825165033007;0.16399246684859337;0.15550180879765838
0.4160207041408282;0.16533238125827832;0.1560829787112758
0.4194588917783557;0.16667463106747613;0.15666375446540443
0.4228970794158832;0.16801910952456364;0.15724411796166457
0.4263352670534107;0.1693657090686525;0.15782405109088182
0.4297734546909382;0.17071432134905815;0.1584035357343649
0.4332116423284657;0.17206483724506288;0.1589825537651854
0.4366498299659932;0.17341714688595763;0.1595610870494619
0.44008801760352073;0.17477113967137395;0.1601391174476452
0.44352620524104824;0.17612670429188368;0.1607166268158083
0.44696439287857576;0.1774837287498684;0.16129359700693757
0.45040258051610327;0.1788421003806523;0.1618700098722262
0.4538407681536308;0.1802017058738874;0.16244584726237157
0.45727895579115824;0.18156243129519173;0.16302109102887252
0.46071714342868575;0.1829241621080264;0.16359572302533062
0.46415533106621326;0.1842867831958083;0.1641697251087522
0.4675935187037408;0.18565017888425414;0.16474307914085248
0.4710317063412683;0.18701423296394024;0.1653157669893611
0.4744698939787958;0.18837882871308403;0.16588777052932935
0.4779080816163233;0.18974384892052568;0.1664590716444384
0.4813462692538508;0.1911091759089125;0.1670296522283089
0.4847844568913783;0.19247469155807853;0.1675994941858116
0.4882226445289058;0.19384027732859968;0.1681685794343784
0.4916608321664333;0.19520581428553602;0.16873688990531494
0.4950990198039608;0.19657118312233804;0.16930440754511303
0.49853720744148833;0.19793626418491403;0.1698711143167636
0.5019753950790158;0.19930093749585176;0.17043699220107025
0.5054135827165434;0.20066508277878872;0.1710020231979627
0.5088517703540708;0.2020285794829125;0.17156618932781018
0.5122899579915984;0.20339130680759934;0.17212947263273493
0.5157281456291258;0.2047531437271651;0.17269185517792474
0.5191663332666534;0.2061139690157371;0.17325331905294586
0.5226045209041809;0.20747366127222455;0.17381384637305483
0.5260427085417084;0.20883209894538576;0.17437341928050915
0.5294808961792359;0.2101891603589887;0.1749320199458783
0.5329190838167633;0.2115447237370399;0.1754896305693521
0.5363572714542909;0.2128986672290975;0.17604623338204928
0.5397954590918184;0.21425086893563267;0.1766018106473235
0.5432336467293459;0.2156012069334555;0.1771563446620687
0.5466718343668734;0.2169495593011781;0.17770981775802255
0.550110022004401;0.21829580414472022;0.17826221230306818
0.5535482096419284;0.21963981962283666;0.17881351070253315
0.556986397279456;0.2209814839726646;0.1793636954004879
0.5604245849169834;0.2223206755352861;0.17991274888104059
0.5638627725545109;0.22365727278128236;0.18046065366962985
0.5673009601920385;0.22499115433628947;0.1810073923343154
0.5707391478295659;0.22632219900653452;0.18155294748706582
0.5741773354670935;0.2276502858043445;0.18209730178504296
0.5776155231046209;0.22897529397362304;0.182640437931884
0.5810537107421485;0.2302971030152884;0.18318233867898026
0.584491898379676;0.23161559271265128;0.1837229868267521
0.5879300860172034;0.2329306431567441;0.18426236522592143
0.591368273654731;0.2342421347715722;0.18480045677878007
