,AR (-),slope (°),inout
0,1.1690818665069833,13.133710999999998,in
1,1.244838810827862,146.89342,in
2,1.2775596578206292,63.558406999999995,in
3,1.5421507161688848,172.54034,in
4,1.914812238098467,176.62384,in
5,1.466214557552574,171.1479,in
6,1.4862256880646048,11.692103999999999,in
7,1.3372521433670617,28.307438,in
8,2.5035252974581237,3.4926176,in
9,1.4065296269461096,9.382700999999999,in
10,1.2793653424109244,174.16815,in
11,1.2372942855841453,141.19226,in
12,1.704114552275618,16.245905,in
13,1.300242218596925,110.49864,in
14,1.1575737374882298,58.11716,in
15,2.0042214471048894,1.7394657,in
16,1.1970404975711841,22.451279,in
17,1.3390373919135024,132.53308,in
18,1.2362127146055113,16.594847,in
19,1.4926194839879336,6.912661999999999,in
20,1.549341059182147,95.929955,in
21,1.6425816180172863,173.35599,in
22,2.1830491529589677,2.0912602,in
23,1.4514347224182793,142.39914,in
24,1.6193852270709983,160.0552,in
25,1.2399454225195492,74.57184000000001,in
26,1.449628431680646,173.19718999999998,in
27,1.2400917642491236,64.79813399999999,in
28,1.517917829124316,160.79004,in
29,1.6741803865739544,178.08035,in
30,2.3111555045359093,174.24739,in
31,1.908776800678422,37.252083,in
32,1.3299187250863622,138.96283,in
33,1.180631901815636,125.11225,in
34,2.1470367701058,100.45133972167969,out
35,2.152790574566973,0.0,out
36,1.4126226729327107,36.32722854614258,out
37,2.4362631610448195,114.5328140258789,out
38,1.6309592650173221,14.635845184326172,out
39,1.948128040491219,0.0,out
40,1.2247447976012749,0.0,out
41,1.4026416460459241,174.16831970214844,out
42,1.6206184629393847,22.036191940307617,out
43,2.276585364485929,28.83428955078125,out
44,1.495269551173532,26.211374282836914,out
45,3.257310204022039,0.0,out
46,1.2483236871050425,153.15756225585938,out
47,14.32951543348289,179.93052673339844,out
48,3.7280946543915015,21.61966323852539,out
49,1.0508912617675157,90.49883270263672,out
50,1.7320508386561266,0.0,out
51,1.163383732064725,114.06991577148438,out
52,1.732050714893704,45.0,out
53,1.732050714893704,135.0,out
54,1.5318569034587093,16.12040901184082,out
55,1.098533108910019,100.08251190185547,out
56,3.0146998178607483,173.42762756347656,out
57,1.310186655712836,110.9843978881836,out
58,1.2701188251418496,30.950178146362305,out
59,2.030851935573619,12.215132713317871,out
60,1.2128182414000437,5.088994979858398,out
61,2.6300981736574562,175.03781127929688,out
62,1.0300252312964506,7.25339412689209,out
63,1.3550699256791168,88.6136703491211,out
64,3.3926001205261147,22.130163192749023,out
65,1.6148627483351048,163.74424743652344,out
66,14.32951543348289,179.93052673339844,out
67,1.813124750696038,41.75954818725586,out
