,AR (-),slope (°),inout
0,2.6579246411171207,0.8736953000000002,in
1,5.68770195269919,2.2178857000000005,in
2,1.6684637684060117,61.711178000000004,in
3,3.801303392700791,179.35602,in
4,1.6394958602137697,174.33981,in
5,1.6942047523590138,178.8026,in
6,1.255189037979539,130.81358,in
7,2.505651329577122,161.32288,in
8,1.8084710797359171,165.35002,in
9,3.1460014590781316,162.48955,in
10,2.075126697043304,156.30113,in
11,1.3472998774940388,171.28987,in
12,2.1177949896750214,68.49254,in
13,4.372588138069756,7.091463,in
14,1.727133625255899,137.88414,in
15,2.2987443594307555,144.13881999999998,in
16,2.1372631653544314,14.610942000000001,in
17,3.734649800097135,84.21628,in
18,1.763630144376909,158.88177,in
19,2.3661460837954835,5.998398,in
20,1.2818958112273253,110.01133999999999,in
21,2.652786375503494,6.7175345,in
22,2.3892546793422036,173.95883,in
23,2.422363806269232,5.732666,in
24,1.6132231679666402,175.73073,in
25,1.06221869932264,140.4586,in
26,5.716707336909784,2.5775718999999997,in
27,1.5228254662286238,114.34763000000001,in
28,1.3799326702812769,16.89461,in
29,1.308894497553518,36.87755,in
30,1.9583685700523743,167.31111,in
31,1.05074976428281,113.279816,in
32,2.2398493642451633,95.49554,in
33,1.650765263773554,6.7485614,in
34,1.0696446990539927,48.201756,in
35,1.1460838714601937,91.78286999999999,in
36,2.514483765619879,3.6213775000000004,in
37,1.7589848948935396,167.0445,in
38,1.699245986021351,168.92711,in
39,2.4275137737692667,4.0531907,in
40,2.6089672618615762,0.4648889,in
41,1.8508410368394748,81.35314,in
42,2.3535884672095597,1.626208,in
43,5.780494740361806,0.31431556,in
44,3.103926289255777,24.438549,in
45,1.5319335203774782,124.48331999999999,in
46,1.6253033909715386,5.6361475,in
47,2.4595121587176436,1.5477457000000001,in
48,1.0563239525845975,55.330344999999994,in
49,1.3725510892306645,135.13308999999998,in
50,1.3725428618410123,160.81293,in
51,2.959096922404124,177.92856,in
52,1.8881200783191612,123.49443000000001,in
53,2.218233161024481,176.09377,in
54,1.2167808939327907,19.363573000000002,in
55,1.3097876483715007,154.16682,in
56,1.5717632089041018,146.28233,in
57,2.6099073526833876,3.9898233,in
58,2.311755712681585,1.3029286,in
59,3.248147875344132,171.54985,in
60,1.8763627676346994,166.3164,in
61,1.2174382217821909,65.00558000000001,in
62,1.4168093970203492,72.85996999999999,in
63,1.8399270023860803,0.5931418,in
64,3.5832681318224173,157.79924,in
65,2.7750600162585366,14.100886,in
66,3.074382183519562,25.748236,in
67,2.1437303343916967,14.324395999999998,in
68,1.14299962409711,3.2150652,in
69,3.1924609509035027,92.60398,in
70,2.1911919532271584,178.041,in
71,1.9642557530007485,172.49112,in
72,2.5194588080981895,135.55458000000002,in
73,1.2152718030597662,146.89265,in
74,1.8042421829092847,125.39652,in
75,6.33669767323097,176.98006,in
76,2.6735988948622946,35.111366,in
77,2.1011151226340314,176.09409,in
78,1.9807174050056486,164.57207,in
79,2.1138531807349654,0.9420299999999999,in
80,1.3958363899267334,37.83548,in
81,7.885315303087402,179.81268,in
82,2.1850199224513127,42.24015,in
83,1.3492845758744425,59.71122,in
84,2.06684077695188,168.88326,in
85,1.8911691859818864,48.931465,in
86,1.5331399534455825,108.64698,in
87,1.6386290508433303,29.248625,in
88,1.555730486190502,4.1222925,in
89,1.2431416600867462,133.34511,in
90,1.599948235863522,74.7371,in
91,4.534769009258044,66.247284,in
92,1.110131009736402,8.180789,in
93,1.193111661282394,52.11715,in
94,1.760260442142986,15.70781,in
95,2.405402717127158,59.379765,in
96,1.5441862069248213,51.35433,in
97,2.657752301488034,152.40143,in
98,2.5827584614567334,1.2448503,in
99,2.416696944221068,8.550002000000001,in
100,2.7492742219289728,179.63657,in
101,1.176328866573061,174.89395,in
102,1.7870535897982789,63.366893999999995,in
103,1.6432462286476943,61.85106700000001,in
104,2.0507950909679717,118.83964499999999,in
105,3.729063332458681,0.88321143,in
106,1.513962818400503,3.0123627,in
107,2.028450022808518,27.888046000000003,in
108,1.2820226440595277,8.891337,in
109,1.6961804231919468,82.44498399999999,in
110,1.4572926186169743,11.51715,in
111,2.714136957506094,0.43931237,in
112,3.2242987929230873,178.23662,in
113,1.0633092879910921,55.13204,in
114,1.3813484046893592,141.78229,in
115,4.773412568519731,6.57298,in
116,1.608824246366361,104.13356,in
117,2.508619334512979,2.5217144,in
118,1.4674876128258538,171.20613,in
119,1.2834744610372015,167.06302,in
120,2.9849241065721333,167.24196,in
121,1.3780132681824329,20.037125,in
122,1.5442312101206814,128.47298,in
123,1.9998333703281652,54.618384999999996,in
124,1.7828737102198682,138.63533,in
125,1.4877277111376443,171.23996,in
126,3.3223542803362713,177.11488,in
127,1.2010631246106453,81.826996,in
128,1.8768221225358028,174.20363,in
129,1.868982113479117,163.08151,in
130,2.304517967663221,5.606789,in
131,1.9706069581713521,13.969345,in
132,1.281402670868348,2.8081472,in
133,1.908285901478236,172.38785,in
134,1.3761059232964419,8.877481,in
135,1.68475709879857,155.20567,in
136,1.7592015463329491,60.964996,in
137,1.2291994161594846,151.09098999999998,in
138,2.1315811203885975,75.74038,in
139,1.9653963152829161,169.08775,in
140,1.6975086817796834,32.769833,in
141,1.2131145558047123,14.428296,in
142,2.52769580256794,169.87169,in
143,1.2810451734579054,46.105114,in
144,1.6180974734299405,21.58553,in
145,1.9422465489347318,176.40675,in
146,4.290880508366119,176.32706000000002,in
147,2.8582770332879637,12.496489,in
148,1.2360668029767499,47.468227,in
149,1.8710846342789942,114.74781999999999,in
150,1.1293628326667888,112.015495,in
151,1.951576512310606,73.84019,in
152,3.7171582970084196,175.31435,in
153,3.464818318336206,172.51668,in
154,1.7072527194368476,176.08505,in
155,1.2246628864531903,62.240906,in
156,4.9499145616149836,172.13693,in
157,1.5892097977966173,108.14261,in
158,2.237583962935295,177.02159,in
159,2.5123345847549126,110.20148,in
160,2.659695892863182,73.51371999999999,in
161,2.173939249017038,176.75694,in
162,2.7194048324009414,36.992348,in
163,1.6687294322334274,74.56011,in
164,1.2240008195483323,27.600632,in
165,2.401510717456147,172.67253,in
166,1.3126972571258737,165.24399,in
167,2.635893627805084,1.5053148,in
168,3.2915178132055147,12.9378395,in
169,1.3250709901041988,5.12555,in
170,2.389658007395114,136.56606000000002,in
171,1.276797699532949,135.748,in
172,1.1404753282119204,164.99228,in
173,2.9739509347089528,9.374659,in
174,1.203211417249131,107.33039,in
175,1.7592900113082288,122.94523999999998,in
176,2.0822312996338965,168.01856999999998,in
177,1.2528713479902236,19.02,in
178,1.679772426900885,132.34224,in
179,2.1851186446236386,15.008178,in
180,2.0549750611194306,67.889626,in
181,4.040146388486063,3.8934877,in
182,1.6361963935740436,36.868053,in
183,1.751058758276209,158.69626,in
184,2.2949767589188554,9.212455,in
185,5.1981562052401795,1.9910332,in
186,3.2913870406828862,155.56728999999999,in
187,2.1829801180167108,0.8009674,in
188,3.490183348239275,4.308243,in
