Grain Radius of Reference Sphere (µm);Normalized Density Input (-);Normalized Density Output (-)
0.0;0.017949036995218968;0.14176703374244445
0.0021879375875175034;0.01836382859562988;0.14273044048323538
0.004375875175035007;0.01878682916119145;0.14369777937936354
0.00656381276255251;0.019218165505432202;0.14466904260110375
0.008751750350070014;0.01965796553628677;0.14564422207160665
0.010939687937587518;0.020106358244663038;0.14662330946606517
0.01312762552510502;0.020563473692387514;0.14760629621090096
0.015315563112622523;0.021029442999518783;0.14859317348296613
0.017503500700140028;0.021504398331022325;0.14958393220876576
0.019691438287657532;0.021988472882798007;0.15057856306369782
0.021879375875175036;0.022481800867053692;0.15157705647131148
0.024067313462692537;0.02298451749701579;0.1525794026025844
0.02625525105021004;0.023496758970971157;0.15358559137521904
0.028443188637727546;0.024018662455631935;0.15459561245295833
0.030631126225245046;0.0245503660688175;0.15560945524492006
0.032819063812762554;0.025092008861444807;0.15662710890495113
0.035007001400280055;0.025643730798823313;0.1576485623310019
0.037194938987797556;0.02620567274124587;0.15867380416451907
0.039382876575315064;0.02677797642387024;0.1597028227898604
0.041570814162832564;0.02736078443588585;0.16073560633372758
0.04375875175035007;0.02795424019895938;0.1617721426646213
0.04594668933786757;0.028558487944953744;0.16281241939231564
0.048134626925385074;0.029173672692916725;0.16385642386735316
0.05032256451290258;0.02979994022533199;0.16490414318056199
0.05251050210042008;0.030437437063630057;0.1659555641625916
0.05469843968793758;0.03108631044295358;0.1670106733834726
0.05688637727545509;0.031746708286173965;0.16806945715219565
0.05907431486297259;0.03241877917715399;0.16913190151631255
0.06126225245049009;0.03310267233325487;0.1701979922615589
0.0634501900380076;0.033798537577082934;0.17126771491149873
0.06563812762552511;0.03450652530747452;0.1723410547271901
0.0678260652130426;0.03522678646971526;0.1734179967068749
0.07001400280056011;0.03595947252499332;0.17449852558568732
0.07220194038807762;0.03670473541908248;0.1755826258353883
0.07438987797559511;0.03746272755025557;0.1766702816641203
0.07657781556311262;0.03823360173642671;0.17776147701618442
0.07876575315063013;0.03901751118152068;0.17885619557184188
0.08095369073814762;0.03981460944107005;0.1799544207471369
0.08314162832566513;0.04062505038703979;0.1810561356937434
0.08532956591318264;0.041448988171879864;0.18216132329883383
0.08751750350070014;0.04228657719180614;0.1832699661849725
0.08970544108821764;0.04313797204931075;0.18438204671003106
0.09189337867573515;0.04400332751490545;0.18549754696712867
0.09408131626325265;0.044882798488096655;0.18661644878459327
0.09626925385077015;0.04577653995759659;0.18773873372595148
0.09845719143828766;0.04668470696077521;0.1888643830899351
0.10064512902580516;0.04760745454235033;0.1899933779105187
0.10283306661332266;0.04854493771232764;0.19112569895697606
0.10502100420084017;0.04949731140318802;0.19226132673396396
0.10720894178835767;0.05046473042632986;0.19340024148162782
0.10939687937587517;0.05144734942777128;0.19454242317573303
0.11158481696339267;0.052445322843117675;0.19568785152782034
0.11377275455091018;0.05345880485180081;0.19683650598538596
0.11596069213842768;0.05448794933059348;0.19798836573208503
0.11814862972594518;0.05553290980641155;0.19914340968796182
0.12033656731346269;0.05659383940840593;0.20030161650970194
0.12252450490098019;0.05767089081935591;0.20146296459091334
0.1247124424884977;0.0587642162263694;0.2026274320624267
0.1269003800760152;0.05987396727090126;0.20379499679262608
0.1290883176635327;0.061000294998098496;0.2049656363878016
0.13127625525105022;0.06214334980548109;0.20613932819252787
0.1334641928385677;0.0633032813909695;0.20731604929006742
0.1356521304260852;0.06448023870027175;0.2084957765027999
0.1378400680136027;0.0656743698736364;0.20967848639267653
0.14002800560112022;0.06688582219198999;0.2108641552616987
0.14221594318863773;0.06811474202246559;0.21205275915242294
0.14440388077615524;0.06936127476333746;0.21324427384849215
0.14659181836367274;0.07062556478837691;0.2144386748751904
0.14877975595119022;0.07190775539064109;0.21563593750002388
0.15096769353870773;0.07320798872570898;0.21683603673332855
0.15315563112622524;0.07452640575438232;0.2180389473289013
0.15534356871374275;0.0758631461848617;0.21924464378465996
0.15753150630126025;0.07721834841442185;0.22045310034332374
0.15971944388877776;0.07859214947059234;0.2216642909931257
0.16190738147629524;0.07998468495187083;0.2228781894685455
0.16409531906381275;0.08139608896797859;0.22409476925107055
0.16628325665133026;0.0828264940796811;0.22531400356998338
0.16847119423884777;0.08427603123818954;0.22653586540317122
0.17065913182636527;0.08574482972416374;0.22776032747796754
0.17284706941388278;0.08723301708633469;0.22898736227201152
0.1750350070014003;0.08874071907976862;0.23021694201414067
0.17722294458891777;0.0902680596037901;0.23144903868530362
0.17941088217643528;0.09181516063958887;0.23268362401950168
0.18159881976395278;0.09338214218752766;0.23392066950475665
0.1837867573514703;0.09496912220417789;0.2351601463840998
0.1859746949389878;0.09657621653909956;0.23640202565659316
0.1881626325265053;0.09820353887139385;0.23764627807837096
0.1903505701140228;0.09985120064604924;0.2388928741637099
0.1925385077015403;0.1015193110101031;0.2401417841861233
0.1947264452890578;0.10320797674864701;0.24139297817948208
0.1969143828765753;0.10491730222069659;0.24264642593916053
0.19910232046409282;0.10664738929495436;0.24390209702320817
0.20129025805161033;0.10839833728548767;0.24515996075354612
0.2034781956391278;0.11017024288734974;0.24641998621719033
0.20566613322664531;0.11196320011217055;0.24768214226749913
0.20785407081416282;0.11377730022374352;0.24894639752544595
0.21004200840168033;0.11561263167363059;0.25021272038091946
0.21222994598919784;0.11746928003682573;0.2514810789940448
0.21441788357671535;0.11934732794748774;0.25275144129653543
0.21660582116423285;0.12124685503478598;0.2540237749930646
0.21879375875175033;0.12316793785887585;0.255298047562666
0.22098169633926784;0.12511064984704243;0.2565742262601576
