,AR (-),slope (°),inout
0,1.414054189466339,173.28413,in
1,1.4821676169563023,173.65825,in
2,1.5839270080556722,12.146492,in
3,1.3232847355420347,147.81298999999999,in
4,1.1941493363124032,41.001305,in
5,2.8976593044612367,178.50601,in
6,1.1446947147263231,52.142179999999996,in
7,1.6425816180172863,173.35599,in
8,1.8950296272969127,167.83003,in
9,1.2685000709873089,92.61107,in
10,1.3330396922723462,13.136273999999998,in
11,1.3335322615125205,152.27473,in
12,1.8153429307935034,26.800655,in
13,1.3720443973842515,33.713035999999995,in
14,1.5124804272523777,5.0520086,in
15,2.0474292293138228,175.83829,in
16,1.4508394435995755,17.94589,in
17,1.4315913401589762,15.646937,in
18,1.1791096254297293,107.7564,in
19,1.7083648352727907,2.6041408,in
20,1.7393193276717316,128.12595,in
21,1.4049927729018985,3.2359544999999996,in
22,1.9711541234811598,3.1569216,in
23,1.4301804109656133,119.54111999999999,in
24,1.259978125592368,4.51957,in
25,1.8668108039727846,5.007753,in
26,1.2780264277739752,125.69146,in
27,1.6851196412507727,6.754392,in
28,1.2425061607701566,43.73482,in
29,1.3336817778489352,173.1662,in
30,1.825906215041273,85.76037,in
31,1.2323854971688861,145.12148,in
32,1.374129684797484,13.989395000000002,in
33,1.399707065145478,86.5125,in
34,2.0506671675268247,0.5762053,in
35,1.5275088826878778,140.85918999999998,in
36,1.7298186663651294,1.1850811,in
37,1.580317577812619,128.14098,in
38,1.2992077253164391,17.0678,in
39,2.020047943786514,1.0678914,in
40,1.3814173780080923,152.51555,in
41,1.2836287592725106,2.0221941,in
42,1.2383497321642154,15.020648999999999,in
43,2.2311357381184593,174.06013000000002,in
44,1.4356896175600524,24.292824,in
45,1.9634529053515022,30.114943,in
46,1.4948341367784097,154.80307,in
47,1.3720457272729365,168.22865,in
48,1.6790523511109143,172.99563999999998,in
49,2.311337309369474,3.4696152000000002,in
50,1.2284185985933593,57.728232999999996,in
51,1.5782946246336793,174.35455,in
52,1.1516250034577766,17.953395999999998,in
53,1.392914054929748,41.519737,in
54,1.2748961590228332,157.90903,in
55,1.8368817361321041,172.14153000000002,in
56,1.2326963070322288,9.91882,in
57,1.4569700197763547,3.5171435,in
58,3.0015277688356963,48.53125,in
59,1.2396156388225126,177.60974,in
60,1.673405537649195,166.8039,in
61,1.341023060513986,0.47062945,in
62,1.321734255989866,174.96884,in
63,1.2220596404929587,96.36725600000001,in
64,1.134079048115203,126.60268400000001,in
65,1.7974214151256542,18.773466,in
66,1.3433387659746723,128.01648,in
67,1.22840029867641,1.187994,in
68,2.8075075985050915,174.1307,in
69,1.348163581618966,86.47764000000001,in
70,1.3610103347308709,130.05118000000002,in
71,1.353160757223007,37.37446,in
72,2.1480105589152463,3.0209405,in
73,1.3185031989516574,22.656841,in
74,1.4117032961568423,4.303230999999999,in
75,1.2581642438502971,36.626534,in
76,1.2263145665707365,126.26756999999999,in
77,1.5617257207429267,171.86739,in
78,1.9987234976395534,14.642725,in
79,1.3778708442088008,6.2812185,in
80,1.3576018131085055,159.44075,in
81,1.3495311505887937,23.371668,in
82,1.197182929984713,7.746503,in
83,1.2915879527026866,30.330063,in
84,1.4328882481094585,172.57832,in
85,1.5351610145887957,3.5141609,in
86,1.3023068917908878,40.722977,in
87,1.5516423772985322,90.119415,in
88,1.5410548586695019,16.334166,in
89,1.4207802927248798,47.521572,in
90,1.2835528616369827,11.325901,in
91,1.230925371693377,87.2036,in
92,1.1420004859170452,32.290073,in
93,1.3267911912487382,172.62636,in
94,2.819185135568324,28.501504999999998,in
95,1.2399454225195492,74.57184000000001,in
96,1.5992670754405616,61.606846,in
97,1.3398296197099018,101.46825,in
98,1.5688247981183905,4.598844000000001,in
99,1.2608107131891264,138.64777,in
100,1.611603227184399,178.01581000000002,in
101,1.767113059071071,164.17511000000002,in
102,1.3537407379186959,1.1689236,in
103,2.2294783344631917,1.0667488999999999,in
104,2.2782531743744276,117.17266000000001,in
105,1.2725251741198242,174.71483,in
106,1.4045535314973814,31.305813,in
107,1.938868767866273,130.98695,in
108,2.4723796373955254,4.24823,in
109,1.547286351321945,139.09201000000002,in
110,1.27806046528183,11.448798,in
111,1.676479453258817,169.35622,in
112,1.3070513688098413,165.43903999999998,in
113,1.4982403923217003,38.901768,in
114,1.346069403450277,158.58618,in
115,1.2087121232877673,23.348312,in
116,2.0258768863105585,4.311422,in
117,1.2794066182075274,83.76635,in
118,1.3849313520761166,3.9679422,in
119,1.591395563445317,1.8426759,in
120,1.4287115372617125,6.400978,in
121,1.72932357766652,100.95340999999999,in
122,1.5424453964057225,141.98967,in
123,2.498344683502841,178.4088,in
124,2.058731206851341,5.2259107,in
125,1.2687183338090708,166.77463,in
126,2.055090176615075,161.55005,in
127,1.2636575250214948,151.42229,in
128,1.3948773265618655,22.369778,in
129,1.7430491288132965,148.55482,in
130,1.4267250694896516,13.527989999999999,in
131,1.585693855518335,92.4913,in
132,1.1460207054097309,85.13514,in
133,1.4394094096072394,172.54276000000002,in
134,1.8483575348390446,178.77103,in
135,1.2593248914762483,27.956191999999998,in
136,1.3381987313255095,5.918068,in
137,1.257456916289884,47.055859999999996,in
138,1.217106819615646,70.5196,in
139,1.8256385657864833,177.33452,in
140,1.2494345826436848,38.194614,in
141,1.5310633907227722,163.49202,in
142,1.1867669946886186,3.0049493,in
143,1.3029622275559307,167.3186,in
144,1.2482521708357812,12.966321,in
145,2.1398323888326005,162.39328,in
146,1.1710575502612475,27.595459,in
147,1.6338974103293544,94.94718,in
148,1.1720035001755567,60.61994,in
149,1.3412118828448472,10.639522,in
150,4.479806613777186,167.46465,in
151,1.352445087715905,72.072914,in
152,1.2809983760022448,6.91322,in
153,1.6889240772171294,178.59163,in
154,1.3158367330973624,173.91118,in
155,1.8526282747702427,5.583627,in
156,1.4178141531873472,10.554684,in
157,1.155220602361486,42.461216,in
158,1.4912310275541365,157.07414,in
159,1.4809451332246841,178.21473999999998,in
160,1.5760785281155874,168.3545,in
161,1.5725668572558456,112.9729,in
162,1.5948268470056062,3.40321,in
163,1.2050998304322378,24.38316,in
164,1.7360572304791209,1.9805560000000002,in
165,1.511417610007792,8.744514,in
166,2.6326741663399273,1.8966897,in
167,1.673881837206955,5.1724653,in
168,1.403515220472899,126.56662,in
169,1.7834658963503076,152.55284,in
170,1.7057277303655554,176.65756000000002,in
171,1.2417166040123573,149.85936,in
172,1.5041761840315613,4.217331400000001,in
173,2.304297917626511,179.3504,in
174,1.2312503998282214,145.99522,in
175,1.3740928504409653,170.30353,in
176,2.0524971320772156,4.9860864000000005,in
177,1.5451974223141935,2.5554004,in
178,1.9573893722742433,7.8974720000000005,in
179,1.1429092425235428,4.803044,in
180,1.7822737705283331,3.9154519999999997,in
181,1.2192926715629229,36.11796,in
182,1.1486637016514702,120.95453,in
183,1.5987304177613753,159.15764,in
184,1.3304880265764203,59.653071999999995,in
185,1.3706563021169123,4.7172303,in
186,1.1760383380694956,12.833596,in
187,1.6408699146745194,0.46699777,in
188,1.4730930721356104,173.96155,in
189,1.3924570762027035,152.59986999999998,in
190,1.4917969616719193,1.1453848999999998,in
191,1.2829063738827828,5.395344000000001,in
192,1.5336821768441407,21.63188,in
193,1.7887494752507942,154.05997,in
194,1.2909317221529797,104.23206,in
195,1.4733886896322257,160.13145,in
196,1.444909047127011,105.207726,in
197,1.3634245780585166,2.5003189999999997,in
198,2.2350541225215377,5.316391,in
199,1.161320728876011,47.2748,in
200,1.2903802411172867,80.725266,in
201,1.1496470446474294,104.82845999999999,in
202,1.3208924789064473,65.51586999999999,in
203,1.5868653285058405,0.5564591,in
204,1.6123173663169412,174.45383999999999,in
205,1.3609689362070942,137.0917,in
206,1.4007189730707705,144.72326999999999,in
207,1.203477462338917,67.21141999999999,in
208,1.220042197839566,36.043602,in
209,1.6041816496502388,25.877901,in
210,1.1478293923609606,45.560883000000004,in
211,1.1481423400320763,51.79889,in
212,1.2177665326569638,130.58455,in
213,1.7189650439268631,2.5935946,in
214,1.2898161149212948,71.91594,in
215,1.3273541640976494,4.839902400000001,in
216,1.997404072517014,13.365478,in
217,2.3546142492171525,1.5649312,in
218,1.2385093981488395,16.128517000000002,in
219,1.5224170995632051,178.58789,in
220,1.3606643211129832,133.91928000000001,in
221,1.282828509476029,66.4701,in
222,1.142736680376736,41.71252,in
223,2.2170642890901426,1.8428905,in
224,1.7096839870768925,176.9017,in
225,1.7054806041004946,5.0865339999999994,in
226,1.4282990333428802,1.8987389,in
227,1.2400917642491236,64.79813399999999,in
228,1.7623648878468516,26.761421000000002,in
229,2.735127019474067,142.42801,in
230,1.3948370790066085,40.94276,in
231,4.178564763684418,157.64536,in
232,1.2009438411046127,108.03325,in
233,1.8977542741697493,177.0834,in
234,1.4673213830779013,174.79085,in
235,1.6620058167615024,166.72353,in
236,1.3009498351005182,70.458885,in
237,1.420969999394644,172.27094,in
238,1.1606988616568323,34.547928000000006,in
239,1.3647635616407023,9.316022,in
240,1.3596360017406162,174.19177,in
241,2.0194442022995416,105.367065,in
242,1.1553995804554034,37.607240000000004,in
243,1.344077970581711,147.99937,in
244,1.6252318762595508,4.591098000000001,in
245,1.259471441045435,118.918365,in
246,1.427536713419138,9.064906,in
247,1.2103926452876779,8.034467,in
248,1.9420421792572882,170.75791999999998,in
249,1.2220910028352094,88.87137,in
250,1.137271428170552,28.881302,in
251,1.6243193856397957,1.9656377,in
252,1.245037605571607,173.69896,in
253,1.8652640415627892,28.458609999999997,in
254,1.2465096518130498,146.35106000000002,in
255,1.2394527208351402,2.4671514,in
256,1.3960939081157662,16.508667000000003,in
257,1.3530973763117047,24.834367999999998,in
258,1.5515653123246727,78.58157,in
259,3.8402285864078305,177.83885,in
260,1.7846337834736026,177.22435,in
261,1.295444587220026,4.648143,in
262,2.3839694905885134,134.37833999999998,in
263,1.2915749249934785,70.56461999999999,in
264,2.165955706398954,9.04605,in
265,1.2761116358069358,141.09433,in
266,1.8574585994632078,0.47940555,in
267,1.3310446066449493,151.67018000000002,in
268,1.1690818665069833,13.133710999999998,in
269,1.396983869209539,3.8436394,in
270,1.6447581800159463,9.785768,in
271,1.1483861362859746,43.648117,in
272,1.4850757049837313,14.149761999999999,in
273,1.575435157779212,178.29832,in
274,1.2074412628487519,108.40653999999999,in
275,1.923143331496117,152.1179,in
276,1.1688220549398776,21.413544,in
277,2.2748395033135456,1.2515454,in
278,1.9107408313980214,27.993972999999997,in
279,2.852042944593858,3.0044772999999996,in
280,1.1917758203252489,49.601692,in
281,1.4610740608110349,56.991127,in
282,2.3728619689029165,165.32527,in
283,2.6288947309898196,23.77068,in
284,1.4224741106904055,177.59094,in
285,2.03761197997585,0.863944,in
286,1.3368681674789307,172.74568,in
287,1.4514347224182793,142.39914,in
288,1.9499885335426506,3.7434976000000004,in
289,1.2696829810552182,48.013027,in
290,1.3000680884493119,0.64768535,in
291,1.6493391606550474,0.45777109999999993,in
292,2.26621479436561,178.56357,in
293,1.7997496260608765,140.33495,in
294,1.4278436489909097,4.760966000000001,in
295,1.3149558331804385,3.2518654,in
296,1.5214469175089838,173.81123,in
297,5.3576293876511585,147.39778,in
298,1.3808687026061317,43.606983,in
299,1.2509259791494858,153.85901,in
300,1.7570695256776996,7.439490299999999,in
301,1.116932708282368,167.49081420898438,out
302,1.414213626312762,90.0,out
303,2.2360681247915566,135.0,out
304,1.41421349896375,0.0,out
305,1.318215682379118,11.32821273803711,out
306,2.2432822885403647,5.376583576202393,out
307,1.8469586446848447,161.04248046875,out
308,1.5704468698200422,158.77947998046875,out
309,1.7512145106113401,169.18801879882812,out
310,1.0168981973132598,26.29248046875,out
311,3.263346402901806,8.765472412109375,out
312,1.479241465070502,76.71747589111328,out
313,2.09969606342594,50.496734619140625,out
314,1.115989417259519,33.73147964477539,out
315,1.401641172101946,171.669921875,out
316,1.6660635099337822,141.18960571289062,out
317,2.465769202766336,0.7728099822998047,out
318,5.764296390004446,120.97990417480469,out
319,1.401733920336911,95.72948455810547,out
320,3.276079611232125,6.370993137359619,out
321,1.4729724276900173,20.465608596801758,out
322,3.165619346558001,175.1002655029297,out
323,2.162060102262038,7.836212158203125,out
324,1.414213626312762,0.0,out
325,1.2909943673900577,45.0,out
326,1.3555018966845405,8.717066764831543,out
327,1.1609739991892685,127.57254791259766,out
328,1.9817021313518228,17.504070281982422,out
329,1.2896155229343667,132.63406372070312,out
330,1.4948561004779002,158.6435089111328,out
331,1.64185712403731,178.67269897460938,out
332,5.036203913972433,176.1133270263672,out
333,1.1476780384605123,126.37539672851562,out
334,1.371415624939778,11.161941528320312,out
335,1.5024007218574378,173.1221160888672,out
336,1.7706431760708077,132.21400451660156,out
337,1.5825448764263894,167.99998474121094,out
338,1.356103990155018,141.35899353027344,out
339,1.2247447976012749,0.0,out
340,1.0441751854976948,41.599647521972656,out
341,1.6566674784563964,139.14642333984375,out
342,1.3149863497413663,156.94091796875,out
343,2.3176893594765584,90.42005157470703,out
344,1.4720387501013759,21.836885452270508,out
345,1.3590016340612716,172.56480407714844,out
346,2.084974910321045,11.27302074432373,out
347,1.796193763282791,5.449806213378906,out
348,1.8581552373485029,176.0791473388672,out
349,1.7124584539104697,173.77906799316406,out
350,1.1547005241943789,90.0,out
351,1.0486393855260292,44.63999557495117,out
352,1.7749442941094526,168.8539581298828,out
353,1.250389618724887,160.4678955078125,out
354,1.5207193918970363,6.903660774230957,out
355,1.6103804984506838,124.9194564819336,out
356,1.168080192740741,125.1648178100586,out
357,2.2897477977099956,153.9947967529297,out
358,1.3651215666239853,172.93759155273438,out
359,4.173224997892031,6.55500602722168,out
360,2.14374973372816,163.25759887695312,out
361,1.4636178851239097,155.18626403808594,out
362,1.091110937059494,148.36581420898438,out
363,1.7720849951493753,174.26327514648438,out
364,1.8580117834718206,145.6724090576172,out
365,1.7928144831575943,47.764347076416016,out
366,1.1547617666533039,19.213655471801758,out
367,1.4879767374288784,178.01658630371094,out
368,1.138241621663847,51.14704513549805,out
369,1.214160142236729,68.066650390625,out
370,1.1164187612736314,0.0,out
371,1.6251022338653731,151.84503173828125,out
372,1.1431011838583012,42.26443099975586,out
373,1.835448579337103,178.6886749267578,out
374,1.3206600065765335,153.63491821289062,out
375,1.707945504817925,148.3620147705078,out
376,4.827893022706436,179.2163848876953,out
377,1.6432230226261846,18.043437957763672,out
378,2.414283435595559,67.68328094482422,out
379,1.614189705014046,23.664609909057617,out
380,1.41421349896375,0.0,out
381,1.564044469306122,149.54379272460938,out
382,2.3338586073401473,177.71429443359375,out
383,1.1333655901424389,26.662240982055664,out
384,1.0728629295379273,51.48220443725586,out
385,1.0188345737674591,8.710294723510742,out
386,2.499703538970806,73.37187957763672,out
387,1.7644086790053264,6.70818567276001,out
388,1.8674463484027342,115.74099731445312,out
389,1.7022639814929668,8.556466102600098,out
390,1.4810266280835485,82.65685272216797,out
391,1.3105494940716886,164.27874755859375,out
392,1.7390611584637254,159.44491577148438,out
393,1.6390835560785317,57.114044189453125,out
394,2.7360132252525475,159.1547393798828,out
395,1.2291122017443157,45.0,out
396,1.1976826918360504,3.3766841888427734,out
397,1.681335244445975,148.935546875,out
398,2.3286099787400274,133.0374755859375,out
399,41.20120918286925,0.061627455055713654,out
400,1.0498162851642285,9.894471168518066,out
401,1.9307013076268171,62.9930534362793,out
402,1.0000022958839392,179.96817016601562,out
403,1.6830617078811339,92.97389221191406,out
404,1.404182940250326,18.064037322998047,out
